AdId,AdGroupId,Impressions,Clicks,Ctr,AvgCpc,Cost,Sessions,Conversions,ConversionRate,CostPerConversion
17556257664,5704738217,9017,39,0.43,2.75,107.33,28,0,--,--
17556257662,5704738217,8789,35,0.40,2.31,80.88,25,0,--,--
17556257661,5704738217,2198,21,0.96,3.54,74.27,17,0,--,--
17556579393,5704738217,2280,11,0.48,3.47,38.16,5,0,--,--
17556579200,5704738217,763,8,1.05,2.99,23.89,7,0,--,--
17556578902,5704738217,233,1,0.43,8.60,8.60,0,0,--,--
17556579047,5704738217,109,0,0.00,--,0.00,0,0,--,--
17556579399,5704738217,48,0,0.00,--,0.00,0,0,--,--
